   5.2000000  21.4121138  21.9099752  22.7552817  21.9282718  22.2389369  22.9399837  21.9282718  22.2389369  22.7552817  21.9099752  21.9071151  22.2497763  22.7552817  23.1148597  21.9296131  22.2389124  22.4325315  22.4677681  22.9399837  23.4359943  21.9296131  22.2389124  22.4325315  22.4677681  22.7552817  23.1148597  21.9071151  22.2497763  21.9099752  22.7552817  21.9282718  22.2389369  22.9399837  21.9282718  22.2389369  22.7552817  21.9099752
   5.4000000  21.4121134  21.9044840  22.7201297  21.8805447  22.1830051  22.8739895  21.8805447  22.1830051  22.7201297  21.9044840  21.9016907  22.1678889  22.7201296  23.0017853  21.8819187  22.1829466  22.3553313  22.4411558  22.8739895  23.3479755  21.8819187  22.1829466  22.3553313  22.4411558  22.7201296  23.0017853  21.9016907  22.1678889  21.9044840  22.7201297  21.8805447  22.1830051  22.8739895  21.8805447  22.1830051  22.7201297  21.9044840
   5.6000000  21.4121132  21.9019256  22.6867681  21.8591562  22.1573001  22.8096826  21.8591562  22.1573001  22.6867681  21.9019256  21.8991677  22.1315350  22.6867680  22.8979898  21.8605530  22.1572166  22.3188049  22.4301081  22.8096826  23.2727265  21.8605530  22.1572166  22.3188049  22.4301081  22.6867680  22.8979898  21.8991677  22.1315350  21.9019256  22.6867681  21.8591562  22.1573001  22.8096826  21.8591562  22.1573001  22.6867681  21.9019256
   5.8000000  21.4121130  21.9007192  22.6547575  21.8495451  22.1452630  22.7474748  21.8495451  22.1452630  22.6547575  21.9007192  21.8979793  22.1153054  22.6547575  22.8004647  21.8509565  22.1451629  22.3013509  22.4255276  22.7474748  23.2045330  21.8509565  22.1451629  22.3013509  22.4255276  22.6547575  22.8004647  21.8979793  22.1153054  21.9007192  22.6547575  21.8495451  22.1452630  22.7474748  21.8495451  22.1452630  22.6547575  21.9007192
   6.0000000  21.4121129  21.9001362  22.6242672  21.8451977  22.1394810  22.6882842  21.8451977  22.1394810  22.6242672  21.9001362  21.8974052  22.1080130  22.6242671  22.7088937  21.8466179  22.1393705  22.2928487  22.4236503  22.6882842  23.1414759  21.8466179  22.1393705  22.2928487  22.4236503  22.6242671  22.7088937  21.8974052  22.1080130  21.9001362  22.6242672  21.8451977  22.1394810  22.6882842  21.8451977  22.1394810  22.6242672  21.9001362
   6.2000000  21.4121128  21.8998444  22.5956752  21.8432118  22.1366145  22.6330727  21.8432118  22.1366145  22.5956752  21.8998444  21.8971176  22.1047120  22.5956752  22.6239417  21.8446373  22.1364977  22.2886087  22.4228891  22.6330727  23.0832507  21.8446373  22.1364977  22.2886087  22.4228891  22.5956752  22.6239417  21.8971176  22.1047120  21.8998444  22.5956752  21.8432118  22.1366145  22.6330727  21.8432118  22.1366145  22.5956752  21.8998444
   6.4000000  21.4121127  21.8996917  22.5693536  21.8422928  22.1351398  22.5826113  21.8422928  22.1351398  22.5693536  21.8996917  21.8969670  22.1032046  22.5464172  22.5693535  21.8437214  22.1350192  22.2864370  22.4225818  22.5826113  23.0300882  21.8437214  22.1350192  22.2864370  22.4225818  22.5464172  22.5693535  21.8969670  22.1032046  21.8996917  22.5693536  21.8422928  22.1351398  22.5826113  21.8422928  22.1351398  22.5693536  21.8996917
   6.6000000  21.4121126  21.8996079  22.5455666  21.8418602  22.1343492  22.5373804  21.8418602  22.1343492  22.5455666  21.8996079  21.8968840  22.1025090  22.4768935  22.5455665  21.8432905  22.1342265  22.2852918  22.4224562  22.5373804  22.9822607  21.8432905  22.1342265  22.2852918  22.4224562  22.4768935  22.5455665  21.8968840  22.1025090  21.8996079  22.5455666  21.8418602  22.1343492  22.5373804  21.8418602  22.1343492  22.5455666  21.8996079
   6.8000000  21.4121126  21.8995594  22.5244382  21.8416520  22.1339069  22.4975552  21.8416520  22.1339069  22.5244382  21.8995594  21.8968359  22.1021839  22.4155783  22.5244382  21.8430833  22.1337830  22.2846692  22.4224022  22.4975552  22.9398853  21.8430833  22.1337830  22.2846692  22.4224022  22.4155783  22.5244382  21.8968359  22.1021839  21.8995594  22.5244382  21.8416520  22.1339069  22.4975552  21.8416520  22.1339069  22.5244382  21.8995594
   7.0000000  21.4121125  21.8995301  22.5059590  21.8415492  22.1336489  22.4630436  21.8415492  22.1336489  22.5059590  21.8995301  21.8968068  22.1020294  22.3623195  22.5059590  21.8429810  22.1335244  22.2843201  22.4223764  22.4630436  22.9028746  21.8429810  22.1335244  22.2843201  22.4223764  22.3623195  22.5059590  21.8968068  22.1020294  21.8995301  22.5059590  21.8415492  22.1336489  22.4630436  21.8415492  22.1336489  22.5059590  21.8995301
