   -4   -2    3
   -3   -2    3
   -2   -2    4
   -1   -2    5
    0   -2    7
    1   -2    8
    2   -2   10
    3   -2   11
    4   -2   12
   -4    0   12
   -3    0   12
   -2    0   14
   -1    0   16
    0    0   20
    1    0   22
    2    0   26
    3    0   28
    4    0   30
   -4    2   30
   -3    2   30
   -2    2   31
   -1    2   32
    0    2   34
    1    2   35
    2    2   37
    3    2   38
    4    2   39
