  20.3009355  0  0   0.0000000
  20.8465686 -3 -2   0.0000000
  21.3239306 -2 -2   0.0000103
  20.8153538 -1 -2   0.0000000
  21.0050214 -1 -2   0.0000000
  21.2090136  0 -2   0.0000163
  20.8153884  1 -2   0.0000000
  21.0049091  1 -2   0.0000000
  21.3239023  2 -2   0.0000103
  20.8465606  3 -2   0.0000000
  20.8577318 -3  0   0.0000000
  21.0355628 -3  0   0.0000000
  21.1656182 -2  0   0.0000878
  21.3947965 -2  0   0.0000478
  20.8179769 -1  0   0.0000000
  21.0049882 -1  0   0.0000000
  21.0249872 -1  0   0.0000000
  21.3497805 -1  0   0.0000000
  21.2635131  0  0   0.0000194
  21.5278568  0  0   0.0000567
  20.8180215  1  0   0.0000000
  21.0047624  1  0   0.0000000
  21.0253238  1  0   0.0000000
  21.3496865  1  0   0.0000000
  21.1641552  2  0   0.0000928
  21.3954472  2  0   0.0000526
  20.8624817  3  0   0.0000000
  21.0337578  3  0   0.0000000
  20.8447994 -3  2   0.0000000
  21.4119251 -2  2   0.0000105
  20.8162817 -1  2   0.0000000
  21.0039319 -1  2   0.0000000
  21.2768219  0  2   0.0000163
  20.8161141  1  2   0.0000000
  21.0053152  1  2   0.0000000
  21.4122796  2  2   0.0000105
  20.8665874  3  2   0.0000000
