  20.2174087  0  0   0.0000000
  20.7747419 -3 -2   0.0000000
  21.2604665 -2 -2   0.0000086
  20.7547493 -1 -2   0.0000000
  20.9398526 -1 -2   0.0000000
  21.1729715  0 -2   0.0000139
  20.7547847  1 -2   0.0000000
  20.9397518  1 -2   0.0000000
  21.2603960  2 -2   0.0000087
  20.7747084  3 -2   0.0000000
  20.7847762 -3  0   0.0000000
  20.9498568 -3  0   0.0000000
  21.1256069 -2  0   0.0000934
  21.3275034 -2  0   0.0000573
  20.7574991 -1  0   0.0000000
  20.9398619 -1  0   0.0000000
  20.9642112 -1  0   0.0000000
  21.2396100 -1  0   0.0000000
  21.2284467  0  0   0.0000360
  21.4719552  0  0   0.0000674
  20.7576099  1  0   0.0000000
  20.9396191  1  0   0.0000000
  20.9644537  1  0   0.0000000
  21.2394587  1  0   0.0000000
  21.1238788  2  0   0.0000985
  21.3280845  2  0   0.0000618
  20.7891281  3  0   0.0000000
  20.9481774  3  0   0.0000000
  20.7736143 -3  2   0.0000000
  21.3421789 -2  2   0.0000086
  20.7548990 -1  2   0.0000000
  20.9387107 -1  2   0.0000000
  21.2373000  0  2   0.0000137
  20.7544480  1  2   0.0000000
  20.9409176  1  2   0.0000000
  21.3425056  2  2   0.0000086
  20.7924872  3  2   0.0000000
