  21.4121123  0  0   0.0000000
  21.8994752 -3 -2   0.0000000
  22.4099120 -2 -2   0.0000425
  21.8414305 -1 -2   0.0000000
  22.1332061 -1 -2   0.0000000
  22.2960307  0 -2   0.0000402
  21.8414305  1 -2   0.0000000
  22.1332061  1 -2   0.0000000
  22.4099120  2 -2   0.0000425
  21.8994752  3 -2   0.0000000
  21.8967525 -3  0   0.0000000
  22.1018747 -3  0   0.0000000
  22.0983006 -2  0   0.0000827
  22.4099120 -2  0   0.0000425
  21.8428622 -1  0   0.0000000
  22.1330817 -1  0   0.0000000
  22.2837948 -1  0   0.0000000
  22.4223251 -1  0   0.0000000
  22.2960307  0  0   0.0000402
  22.7106985  0  0   0.0000851
  21.8428622  1  0   0.0000000
  22.1330817  1  0   0.0000000
  22.2837948  1  0   0.0000000
  22.4223251  1  0   0.0000000
  22.0983006  2  0   0.0000827
  22.4099120  2  0   0.0000425
  21.8967525  3  0   0.0000000
  22.1018747  3  0   0.0000000
  21.8994752 -3  2   0.0000000
  22.4099120 -2  2   0.0000425
  21.8414305 -1  2   0.0000000
  22.1332061 -1  2   0.0000000
  22.2960307  0  2   0.0000402
  21.8414305  1  2   0.0000000
  22.1332061  1  2   0.0000000
  22.4099120  2  2   0.0000425
  21.8994752  3  2   0.0000000
