  20.2425794  0  0   0.0000000
  20.7955465 -3 -2   0.0000000
  21.2741024 -2 -2   0.0000082
  20.7723610 -1 -2   0.0000000
  20.9612165 -1 -2   0.0000000
  21.1799944  0 -2   0.0000133
  20.7723979  1 -2   0.0000000
  20.9611076  1 -2   0.0000000
  21.2740465  2 -2   0.0000082
  20.7955129  3 -2   0.0000000
  20.8057666 -3  0   0.0000000
  20.9755557 -3  0   0.0000000
  21.1287439 -2  0   0.0000921
  21.3436468 -2  0   0.0000578
  20.7746807 -1  0   0.0000000
  20.9612198 -1  0   0.0000000
  20.9836582 -1  0   0.0000000
  21.2774863 -1  0   0.0000000
  21.2378171  0  0   0.0000373
  21.4866010  0  0   0.0000673
  20.7747647  1  0   0.0000000
  20.9609488  1  0   0.0000000
  20.9839260  1  0   0.0000000
  21.2773296  1  0   0.0000000
  21.1272107  2  0   0.0000968
  21.3440042  2  0   0.0000621
  20.8100361  3  0   0.0000000
  20.9738227  3  0   0.0000000
  20.7942677 -3  2   0.0000000
  21.3586571 -2  2   0.0000081
  20.7725311 -1  2   0.0000000
  20.9600287 -1  2   0.0000000
  21.2477379  0  2   0.0000130
  20.7722674  1  2   0.0000000
  20.9614538  1  2   0.0000000
  21.3588582  2  2   0.0000082
  20.8129484  3  2   0.0000000
