   3   12   21.593198495   21.433440576   21.412113768        -0.8888
   4   20   20.766919360   20.453479231   20.407013633         1.5181
   5   30   20.748402294   20.367536691   20.300935622         3.4898
   6   42   20.720257196   20.302561387   20.242579537         5.2097
   7   56   20.720131660   20.274047732   20.217408802         6.5253
   3   12   21.593198495   21.433440576   21.412113768        -1.3236
   3   12   21.593198495   21.433440576   21.412113768        -0.7733
   3   12   21.593198495   21.433440576   21.412113768        -0.9164
   3   12   21.593198495   21.433440576   21.412113768        -0.8475
