   0.0000000  20.4070136  21.2269431  21.9542296  21.1878020  21.4864189  21.9317714  21.1878020  21.4864189  21.9542296  21.2269431  21.2255415  21.5830305  21.9542951  22.2770355  21.1884414  21.4862919  21.5741467  21.9040128  21.9317792  22.4492027  21.1884414  21.4862919  21.5741467  21.9040128  21.9542951  22.2770355  21.2255415  21.5830305  21.2269431  21.9542296  21.1878020  21.4864189  21.9317714  21.1878020  21.4864189  21.9542296  21.2269431   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000************   0.0000000************   0.0000000   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   0.2000000  20.4070136  21.1631087  21.8308951  21.1160078  21.3749819  21.8167568  21.1160082  21.3749824  21.8308943  21.1631085  21.1660131  21.4472699  21.8465103  22.1037105  21.1168014  21.3749208  21.4232751  21.8056224  21.8276283  22.3071394  21.1168210  21.3748988  21.4232727  21.8056217  21.8462837  22.1036449  21.1660215  21.4472519  21.1627576  21.8541094  21.1164032  21.3741808  21.8348398  21.1164111  21.3741537  21.8541246  21.1627555   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   0.4000000  20.4070135  21.1369354  21.7529060  21.0839282  21.3248516  21.7374308  21.0839296  21.3248535  21.7529041  21.1369344  21.1412138  21.3846298  21.7790238  21.9851199  21.0849354  21.3248046  21.3509485  21.7639166  21.7551226  22.2166940  21.0849792  21.3247575  21.3509450  21.7639150  21.7787271  21.9850637  21.1412325  21.3845882  21.1358883  21.7938735  21.0842950  21.3237074  21.7678222  21.0843141  21.3236472  21.7939084  21.1358826   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   0.6000000  20.4070135  21.1256641  21.6981774  21.0688945  21.3010852  21.6785212  21.0688967  21.3010891  21.6981743  21.1256623  21.1303158  21.3543540  21.7315391  21.8958459  21.0700418  21.3009816  21.3149035  21.7454083  21.7009122  22.1493850  21.0701015  21.3009190  21.3149021  21.7454057  21.7312216  21.8958186  21.1303411  21.3542962  21.1239410  21.7535740  21.0690157  21.2997230  21.7178024  21.0690421  21.2996430  21.7536221  21.1239322   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   0.8000000  20.4070135  21.1206349  21.6568574  21.0616462  21.2893929  21.6326317  21.0616487  21.2893987  21.6568532  21.1206326  21.1254092  21.3391369  21.6947124  21.8252332  21.0628652  21.2891384  21.2965547  21.7369444  21.6584998  22.0953583  21.0629338  21.2890657  21.2965583  21.7369410  21.6943891  21.8252367  21.1254380  21.3390699  21.1183872  21.7242533  21.0614654  21.2878831  21.6784906  21.0614958  21.2877934  21.7243093  21.1183760   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   1.0000000  20.4070135  21.1183306  21.6242895  21.0580912  21.2834797  21.5959548  21.0580936  21.2834871  21.6242843  21.1183279  21.1232195  21.3311974  21.6637723  21.7687029  21.0593402  21.2828773  21.2872461  21.7329966  21.6245419  22.0506634  21.0594136  21.2827990  21.2872537  21.7329928  21.6634480  21.7687316  21.1232501  21.3311253  21.1157181  21.7016956  21.0576325  21.2818818  21.6466863  21.0576648  21.2817876  21.7017561  21.1157054   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   1.2000000  20.4070134  21.1172517  21.5980712  21.0563295  21.2804181  21.5663091  21.0563316  21.2804268  21.5980653  21.1172489  21.1222992  21.3268886  21.6358990  21.7242535  21.0575871  21.2792194  21.2827254  21.7311334  21.5971208  22.0133555  21.0576630  21.2791458  21.2827281  21.7311294  21.6355789  21.7242950  21.1223308  21.3268138  21.1144015  21.6837820  21.0556459  21.2787795  21.6206125  21.0556791  21.2786834  21.6838452  21.1143878   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   1.4000000  20.4070134  21.1167367  21.5767938  21.0554515  21.2787965  21.5422687  21.0554533  21.2788062  21.5767874  21.1167338  21.1219780  21.3244472  21.6094853  21.6906202  21.0567078  21.2769813  21.2805924  21.7302510  21.5749709  21.9822141  21.0567850  21.2769168  21.2805862  21.7302469  21.6091776  21.6906574  21.1220101  21.3243710  21.1137379  21.6693361  21.0545985  21.2771500  21.5991505  21.0546321  21.2770531  21.6694008  21.1137237   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   1.6000000  20.4070134  21.1164862  21.5595054  21.0550134  21.2779170  21.5227869  21.0550148  21.2779273  21.5594985  21.1164833  21.1219353  21.3229981  21.5842412  21.6660837  21.0562637  21.2756476  21.2795478  21.7298368  21.5571453  21.9563071  21.0563416  21.2755890  21.2795359  21.7298327  21.5839501  21.6661033  21.1219677  21.3229210  21.1133973  21.6576182  21.0540382  21.2762818  21.5814979  21.0540720  21.2761846  21.6576836  21.1133828   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   1.8000000  20.4070134  21.1163619  21.5454853  21.0547957  21.2774277  21.5070352  21.0547969  21.2774386  21.5454781  21.1163589  21.1220149  21.3220958  21.5608157  21.6484016  21.0560378  21.2748631  21.2790130  21.7296484  21.5428783  21.9348448  21.0561161  21.2748077  21.2789980  21.7296443  21.5605366  21.6484008  21.1220476  21.3220181  21.1132195  21.6481044  21.0537346  21.2758131  21.5670212  21.0537684  21.2757158  21.6481701  21.1132049   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   2.0000000  20.4070134  21.1162988  21.5341514  21.0546888  21.2771482  21.4943341  21.0546898  21.2771593  21.5341440  21.1162959  21.1221407  21.3215073  21.5398852  21.6355458  21.0559215  21.2743979  21.2787305  21.7295695  21.5315286  21.9171350  21.0559999  21.2743441  21.2787140  21.7295654  21.5396089  21.6355280  21.1221735  21.3214293  21.1131254  21.6403910  21.0535682  21.2755567  21.5551923  21.0536020  21.2754593  21.6404569  21.1131107   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
